model,registration,gear,fuel,tax,mpg,engineSize,make,car_age,price,mileage,car,class
Q3,2017,Semi-Auto,Petrol,145,47.9,1.4,Audi,6,23934.3,35679.575,Audi Q3,Compact SUV
A1,2018,Manual,Petrol,145,67.3,1.0,Audi,5,16524.3,32350.554,Audi A1,Small car
A5,2019,Manual,Petrol,145,37.2,2.0,Audi,4,39055.259999999995,7380.483,Audi A5,Large family car
A5,2019,Manual,Petrol,145,37.2,2.0,Audi,4,40049.34,9205.089,Audi A5,Large family car
A5,2016,Manual,Diesel,125,57.6,2.0,Audi,7,19374.3,66768.673,Audi A5,Large family car
A1,2016,Manual,Petrol,30,58.9,1.4,Audi,7,17094.3,22463.249,Audi A1,Small car
A3,2019,Manual,Petrol,145,43.5,1.5,Audi,4,21078.6,16184.931,Audi A3,Small family car
A3,2019,Manual,Petrol,145,43.5,1.5,Audi,4,21078.6,9629.865,Audi A3,Small family car
Q3,2017,Semi-Auto,Petrol,145,47.9,1.4,Audi,6,23934.3,42628.846,Audi Q3,Compact SUV
A1,2017,Manual,Petrol,30,55.4,1.4,Audi,6,16524.3,38060.895,Audi A1,Small car
A3,2018,Manual,Petrol,145,54.3,1.5,Audi,5,22794.3,28622.501,Audi A3,Small family car
A5,2019,Semi-Auto,Petrol,145,39.8,2.0,Audi,4,35019.659999999996,7272.68,Audi A5,Large family car
A5,2019,Semi-Auto,Petrol,145,39.8,2.0,Audi,4,34424.579999999994,8382.89,Audi A5,Large family car
A5,2019,Semi-Auto,Petrol,145,40.4,2.0,Audi,4,30805.079999999998,5238.9039999999995,Audi A5,Large family car
A1,2017,Manual,Petrol,0,67.3,1.0,Audi,6,14244.3,41426.923,Audi A1,Small car
A1,2017,Manual,Petrol,145,55.4,1.4,Audi,6,17094.3,43443.0,Audi A1,Small car
A3,2016,Manual,Diesel,0,83.1,1.6,Audi,7,15954.3,64408.27,Audi A3,Small family car
A5,2019,Semi-Auto,Diesel,145,51.4,2.0,Audi,4,35029.92,9190.608,Audi A5,Large family car
A5,2015,Semi-Auto,Diesel,125,58.9,2.0,Audi,8,21654.3,62010.86,Audi A5,Large family car
A1,2017,Manual,Petrol,30,56.5,1.4,Audi,6,15954.3,41113.168,Audi A1,Small car
A3,2017,Manual,Diesel,145,65.7,2.0,Audi,6,22794.3,25909.727,Audi A3,Small family car
A1,2016,Manual,Petrol,30,57.6,1.4,Audi,7,15384.3,38205.705,Audi A1,Small car
A1,2014,Semi-Auto,Petrol,125,53.3,1.4,Audi,9,15954.3,24617.7,Audi A1,Small car
Q3,2018,Semi-Auto,Petrol,145,48.7,1.4,Audi,5,29634.3,14778.664999999999,Audi Q3,Compact SUV
A1,2016,Manual,Diesel,0,80.7,1.6,Audi,7,12534.3,73441.196,Audi A1,Small car
A1,2015,Manual,Petrol,30,58.9,1.4,Audi,8,14019.72,25481.733,Audi A1,Small car
Q3,2016,Manual,Diesel,30,61.4,2.0,Audi,7,18237.719999999998,24559.775999999998,Audi Q3,Compact SUV
A1,2017,Manual,Petrol,30,55.4,1.4,Audi,6,18234.3,13077.952,Audi A1,Small car
Q3,2015,Manual,Diesel,145,54.3,2.0,Audi,8,15954.3,57032.614,Audi Q3,Compact SUV
Q3,2016,Semi-Auto,Diesel,160,50.4,2.0,Audi,7,21088.859999999997,48858.894,Audi Q3,Compact SUV
Q3,2015,Semi-Auto,Petrol,145,47.9,1.4,Audi,8,18237.719999999998,31053.7,Audi Q3,Compact SUV
A3,2019,Semi-Auto,Petrol,145,38.2,2.0,Audi,4,28497.719999999998,10081.994,Audi A3,Small family car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,15954.3,13800.393,Audi A1,Small car
A3,2018,Manual,Diesel,145,67.3,1.6,Audi,5,21654.3,21153.523,Audi A3,Small family car
A1,2016,Manual,Petrol,30,56.5,1.4,Audi,7,17664.3,50115.523,Audi A1,Small car
A5,2015,Semi-Auto,Diesel,150,53.3,2.0,Audi,8,16530.0,91511.875,Audi A5,Large family car
A5,2015,Manual,Diesel,160,53.3,2.0,Audi,8,21654.3,59623.104,Audi A5,Large family car
A1,2016,Manual,Petrol,30,56.5,1.4,Audi,7,15954.3,49928.879,Audi A1,Small car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,17664.3,24628.963,Audi A1,Small car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,14814.3,19134.228,Audi A1,Small car
A1,2016,Manual,Petrol,30,56.5,1.4,Audi,7,14814.3,67843.485,Audi A1,Small car
A3,2019,Semi-Auto,Petrol,145,34.5,2.0,Audi,4,36246.299999999996,4884.924,Audi A3,Small family car
A3,2018,Manual,Diesel,145,53.3,1.6,Audi,5,24504.3,13748.905,Audi A3,Small family car
A3,2016,Manual,Petrol,20,60.1,1.4,Audi,7,15387.72,48731.783,Audi A3,Small family car
A3,2016,Manual,Petrol,20,60.1,1.4,Audi,7,17097.719999999998,3045.837,Audi A3,Small family car
A3,2015,Manual,Diesel,0,83.1,1.6,Audi,8,11838.9,110100.652,Audi A3,Small family car
A5,2019,Semi-Auto,Petrol,145,40.4,2.0,Audi,4,27927.719999999998,80.45,Audi A5,Large family car
A3,2015,Semi-Auto,Petrol,30,54.3,1.4,Audi,8,17094.3,74762.185,Audi A3,Small family car
A1,2019,Manual,Petrol,145,50.4,1.0,Audi,4,27354.3,5200.288,Audi A1,Small car
A1,2017,Manual,Petrol,30,55.4,1.4,Audi,6,18234.3,25882.374,Audi A1,Small car
A1,2017,Manual,Petrol,145,57.6,1.4,Audi,6,15954.3,25713.429,Audi A1,Small car
A3,2017,Manual,Diesel,145,70.6,1.6,Audi,6,21654.3,26818.811999999998,Audi A3,Small family car
A3,2019,Semi-Auto,Petrol,145,43.5,1.5,Audi,4,21654.3,16929.898,Audi A3,Small family car
A3,2018,Manual,Petrol,145,47.1,1.0,Audi,5,22794.3,20587.155,Audi A3,Small family car
Q3,2019,Manual,Diesel,145,40.9,2.0,Audi,4,41034.299999999996,8617.804,Audi Q3,Compact SUV
A3,2018,Automatic,Petrol,145,56.5,1.5,Audi,5,26214.3,27758.468,Audi A3,Small family car
A5,2017,Semi-Auto,Diesel,145,62.8,2.0,Audi,6,22737.3,79302.783,Audi A5,Large family car
A5,2017,Semi-Auto,Diesel,145,62.8,2.0,Audi,6,26157.3,76340.614,Audi A5,Large family car
A5,2017,Semi-Auto,Diesel,30,65.7,2.0,Audi,6,26208.6,23473.701,Audi A5,Large family car
Q3,2019,Semi-Auto,Petrol,145,31.7,2.0,Audi,4,39894.299999999996,6436.0,Audi Q3,Compact SUV
A5,2019,Automatic,Diesel,145,46.3,2.0,Audi,4,39894.299999999996,10458.5,Audi A5,Large family car
A3,2019,Automatic,Petrol,145,42.2,1.5,Audi,4,26214.3,16788.306,Audi A3,Small family car
A3,2016,Manual,Diesel,20,68.9,2.0,Audi,7,13668.599999999999,98683.188,Audi A3,Small family car
A1,2016,Manual,Petrol,30,57.6,1.4,Audi,7,13107.72,36474.421,Audi A1,Small car
Q3,2016,Manual,Diesel,145,52.3,2.0,Audi,7,22227.719999999998,23200.171,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,12195.72,60269.922,Audi A1,Small car
A1,2014,Manual,Petrol,20,60.1,1.4,Audi,9,13677.72,37031.135,Audi A1,Small car
Q3,2017,Manual,Petrol,125,51.4,1.4,Audi,6,20514.3,48467.907,Audi Q3,Compact SUV
Q3,2019,Semi-Auto,Petrol,145,30.7,2.0,Audi,4,44454.299999999996,8775.486,Audi Q3,Compact SUV
A3,2019,Manual,Petrol,145,42.8,1.5,Audi,4,22794.3,20571.065,Audi A3,Small family car
A5,2019,Automatic,Diesel,145,45.6,2.0,Audi,4,42174.299999999996,14892.904,Audi A5,Large family car
Q3,2016,Semi-Auto,Diesel,160,50.4,2.0,Audi,7,23364.3,40426.125,Audi Q3,Compact SUV
A3,2019,Manual,Petrol,145,47.1,1.0,Audi,4,22224.3,5253.385,Audi A3,Small family car
Q3,2017,Semi-Auto,Petrol,145,42.2,2.0,Audi,6,26214.3,28447.12,Audi Q3,Compact SUV
A1,2016,Manual,Petrol,30,57.6,1.4,Audi,7,13674.3,61949.718,Audi A1,Small car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,14814.3,58368.084,Audi A1,Small car
A1,2016,Manual,Petrol,30,57.6,1.4,Audi,7,13674.3,36373.054,Audi A1,Small car
A5,2016,Manual,Diesel,125,60.1,2.0,Audi,7,19374.3,42327.962999999996,Audi A5,Large family car
A5,2016,Manual,Diesel,125,57.6,2.0,Audi,7,21654.3,55877.352,Audi A5,Large family car
A1,2017,Manual,Petrol,145,55.4,1.4,Audi,6,17094.3,39303.043,Audi A1,Small car
A1,2017,Manual,Petrol,145,55.4,1.4,Audi,6,14814.3,26971.667,Audi A1,Small car
Q3,2019,Semi-Auto,Petrol,150,32.1,2.0,Audi,4,44454.299999999996,7137.524,Audi Q3,Compact SUV
A1,2019,Manual,Petrol,150,49.6,1.0,Audi,4,22794.3,3596.115,Audi A1,Small car
Q3,2016,Semi-Auto,Diesel,160,50.4,2.0,Audi,7,19374.3,84466.064,Audi Q3,Compact SUV
A3,2018,Manual,Diesel,145,68.9,1.6,Audi,5,17772.6,31674.774,Audi A3,Small family car
A1,2016,Manual,Petrol,30,58.9,1.4,Audi,7,14249.999999999998,42968.345,Audi A1,Small car
A1,2018,Manual,Petrol,145,57.7,1.4,Audi,5,14249.999999999998,29155.079999999998,Audi A1,Small car
Q3,2016,Semi-Auto,Petrol,145,47.9,1.4,Audi,7,20520.0,19253.293999999998,Audi Q3,Compact SUV
A3,2016,Manual,Petrol,30,57.6,1.4,Audi,7,16530.0,55877.352,Audi A3,Small family car
A3,2018,Semi-Auto,Diesel,145,70.6,1.6,Audi,5,19374.3,49150.123,Audi A3,Small family car
A3,2015,Manual,Diesel,20,68.9,2.0,Audi,8,15726.3,116501.254,Audi A3,Small family car
A3,2017,Manual,Diesel,20,67.3,2.0,Audi,6,18006.3,34813.933,Audi A3,Small family car
Q3,2014,Manual,Diesel,145,54.3,2.0,Audi,9,14358.3,83677.654,Audi Q3,Compact SUV
Q3,2016,Semi-Auto,Diesel,160,50.4,2.0,Audi,7,23364.3,46651.346,Audi Q3,Compact SUV
Q3,2019,Automatic,Diesel,145,37.7,2.0,Audi,4,44454.299999999996,6925.1359999999995,Audi Q3,Compact SUV
Q3,2018,Automatic,Petrol,145,38.2,1.5,Audi,5,31914.299999999996,18347.427,Audi Q3,Compact SUV
A1,2019,Semi-Auto,Petrol,145,44.1,1.0,Audi,4,27354.3,3140.768,Audi A1,Small car
A5,2018,Automatic,Diesel,145,51.4,3.0,Audi,5,38190.0,14645.118,Audi A5,Large family car
A3,2019,Automatic,Petrol,145,44.8,1.5,Audi,4,25074.3,8769.05,Audi A3,Small family car
A5,2019,Automatic,Petrol,145,40.4,2.0,Audi,4,36474.299999999996,1609.0,Audi A5,Large family car
A5,2019,Automatic,Diesel,145,47.1,2.0,Audi,4,36132.299999999996,7551.037,Audi A5,Large family car
Q3,2016,Manual,Diesel,145,52.3,2.0,Audi,7,21659.999999999996,45351.274,Audi Q3,Compact SUV
Q3,2016,Semi-Auto,Diesel,145,54.3,2.0,Audi,7,19374.3,59533.0,Audi Q3,Compact SUV
A1,2017,Manual,Petrol,30,55.4,1.4,Audi,6,16752.3,21809.995,Audi A1,Small car
Q3,2016,Manual,Diesel,160,49.6,2.0,Audi,7,19830.3,55510.5,Audi Q3,Compact SUV
A3,2017,Manual,Petrol,20,60.1,1.4,Audi,6,19950.0,23330.5,Audi A3,Small family car
A1,2017,Manual,Diesel,0,76.3,1.6,Audi,6,13104.3,39994.913,Audi A1,Small car
A3,2018,Automatic,Petrol,145,42.2,1.5,Audi,5,22799.999999999996,10666.061,Audi A3,Small family car
A3,2014,Semi-Auto,Diesel,30,64.2,2.0,Audi,9,9003.72,141801.17,Audi A3,Small family car
A5,2019,Semi-Auto,Petrol,145,40.4,2.0,Audi,4,33060.0,10381.268,Audi A5,Large family car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,13104.3,12872.0,Audi A1,Small car
A3,2017,Manual,Diesel,145,68.9,1.6,Audi,6,20172.3,22783.44,Audi A3,Small family car
A5,2019,Semi-Auto,Diesel,145,48.7,2.0,Audi,4,31914.299999999996,34561.32,Audi A5,Large family car
Q3,2017,Semi-Auto,Petrol,145,40.4,2.0,Audi,6,27357.719999999998,19544.523,Audi Q3,Compact SUV
A3,2017,Manual,Petrol,20,61.4,1.4,Audi,6,14589.72,48266.782,Audi A3,Small family car
Q3,2016,Semi-Auto,Petrol,145,47.9,1.4,Audi,7,20175.719999999998,35668.312,Audi Q3,Compact SUV
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,12537.72,39005.378,Audi A1,Small car
A3,2017,Semi-Auto,Petrol,145,57.7,1.5,Audi,6,22455.719999999998,29587.900999999998,Audi A3,Small family car
A5,2015,Manual,Diesel,125,57.6,2.0,Audi,8,17097.719999999998,51689.125,Audi A5,Large family car
A5,2017,Semi-Auto,Diesel,145,67.3,2.0,Audi,6,22227.719999999998,43521.841,Audi A5,Large family car
Q3,2014,Manual,Diesel,160,49.6,2.0,Audi,9,13622.999999999998,131740.093,Audi Q3,Compact SUV
Q3,2016,Manual,Petrol,145,49.6,1.4,Audi,7,19377.719999999998,44556.428,Audi Q3,Compact SUV
A5,2019,Semi-Auto,Petrol,145,39.8,2.0,Audi,4,29637.719999999998,39594.272,Audi A5,Large family car
A3,2017,Manual,Petrol,30,60.1,1.4,Audi,6,18804.3,57973.879,Audi A3,Small family car
A1,2017,Manual,Petrol,150,58.9,1.4,Audi,6,15957.72,46261.968,Audi A1,Small car
A1,2014,Manual,Petrol,125,52.3,1.4,Audi,9,9687.72,94289.009,Audi A1,Small car
A3,2017,Manual,Petrol,145,55.4,1.5,Audi,6,22797.719999999998,33970.817,Audi A3,Small family car
Q3,2015,Manual,Diesel,145,55.4,2.0,Audi,8,15957.72,106269.62299999999,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,0,67.3,1.0,Audi,8,11055.72,98461.146,Audi A1,Small car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,12533.159999999998,59454.159,Audi A1,Small car
A3,2014,Manual,Petrol,30,55.4,1.4,Audi,9,11630.279999999999,55108.25,Audi A3,Small family car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,13332.3,35998.157,Audi A1,Small car
Q3,2017,Manual,Diesel,30,60.1,2.0,Audi,6,19944.3,55698.753,Audi Q3,Compact SUV
Q3,2015,Manual,Diesel,145,55.4,2.0,Audi,8,16524.3,77336.585,Audi Q3,Compact SUV
A3,2017,Semi-Auto,Diesel,20,72.4,1.6,Audi,6,17667.719999999998,21789.078,Audi A3,Small family car
A5,2017,Semi-Auto,Diesel,145,62.8,2.0,Audi,6,24507.719999999998,31549.272,Audi A5,Large family car
Q3,2019,Automatic,Diesel,145,47.1,2.0,Audi,4,33852.299999999996,14238.041,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,12534.3,22291.086,Audi A1,Small car
A1,2017,Manual,Petrol,0,67.3,1.0,Audi,6,11964.3,59743.779,Audi A1,Small car
A5,2015,Semi-Auto,Diesel,160,49.6,3.0,Audi,8,19377.719999999998,114646.077,Audi A5,Large family car
Q3,2016,Semi-Auto,Diesel,160,50.4,2.0,Audi,7,21657.719999999998,53045.512,Audi Q3,Compact SUV
A3,2015,Manual,Petrol,20,60.1,1.4,Audi,8,13335.72,85875.548,Audi A3,Small family car
Q3,2018,Semi-Auto,Petrol,145,42.2,2.0,Audi,5,27927.719999999998,18482.583,Audi Q3,Compact SUV
Q3,2013,Semi-Auto,Diesel,200,47.9,2.0,Audi,10,13677.72,84898.885,Audi Q3,Compact SUV
A1,2019,Manual,Petrol,145,46.3,1.5,Audi,4,23198.999999999996,3322.585,Audi A1,Small car
A3,2018,Manual,Petrol,145,55.4,1.5,Audi,5,20862.0,50683.5,Audi A3,Small family car
Q3,2017,Manual,Petrol,150,49.6,1.4,Audi,6,22444.32,39238.683,Audi Q3,Compact SUV
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,15604.319999999998,42099.485,Audi A1,Small car
Q3,2017,Semi-Auto,Petrol,150,42.2,2.0,Audi,6,26206.319999999996,24054.55,Audi Q3,Compact SUV
A3,2017,Semi-Auto,Petrol,150,47.9,2.0,Audi,6,21076.32,56844.361,Audi A3,Small family car
A3,2015,Manual,Diesel,20,68.9,2.0,Audi,8,14192.999999999998,34479.261,Audi A3,Small family car
A3,2016,Manual,Petrol,20,60.1,1.0,Audi,7,14808.599999999999,57431.646,Audi A3,Small family car
Q3,2015,Semi-Auto,Diesel,160,50.4,2.0,Audi,8,19377.719999999998,65740.522,Audi Q3,Compact SUV
A5,2015,Semi-Auto,Diesel,145,56.5,2.0,Audi,8,19947.719999999998,57767.926999999996,Audi A5,Large family car
Q3,2015,Semi-Auto,Diesel,160,50.4,2.0,Audi,8,19947.719999999998,64771.904,Audi Q3,Compact SUV
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,22794.3,11756.963,Audi A3,Small family car
Q3,2019,Automatic,Petrol,145,38.2,1.5,Audi,4,34194.299999999996,7053.856,Audi Q3,Compact SUV
Q3,2019,Manual,Diesel,145,40.9,2.0,Audi,4,35334.299999999996,6714.357,Audi Q3,Compact SUV
A3,2019,Semi-Auto,Petrol,145,34.5,2.0,Audi,4,38754.299999999996,5217.987,Audi A3,Small family car
A3,2019,Automatic,Diesel,145,52.3,1.6,Audi,4,26784.3,11871.202,Audi A3,Small family car
A1,2019,Semi-Auto,Petrol,145,40.9,2.0,Audi,4,27924.3,7456.106,Audi A1,Small car
Q3,2019,Automatic,Petrol,145,32.1,2.0,Audi,4,39894.299999999996,11465.734,Audi Q3,Compact SUV
A1,2020,Manual,Petrol,145,47.9,1.0,Audi,3,23928.6,894.604,Audi A1,Small car
Q3,2020,Semi-Auto,Petrol,145,31.4,2.0,Audi,3,38126.159999999996,3063.536,Audi Q3,Compact SUV
Q3,2020,Semi-Auto,Petrol,145,40.9,1.5,Audi,3,35212.32,844.725,Audi Q3,Compact SUV
A3,2020,Semi-Auto,Hybrid,135,141.3,1.4,Audi,3,36468.6,3483.485,Audi A3,Small family car
A1,2020,Manual,Petrol,145,47.9,1.0,Audi,3,23812.32,2413.5,Audi A1,Small car
A1,2019,Manual,Petrol,145,47.9,1.0,Audi,4,24498.6,2518.085,Audi A1,Small car
A3,2019,Manual,Diesel,145,54.3,2.0,Audi,4,24496.32,10217.15,Audi A3,Small family car
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,24268.32,7301.642,Audi A3,Small family car
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,24268.32,10036.942,Audi A3,Small family car
A3,2019,Semi-Auto,Petrol,145,40.9,2.0,Audi,4,26092.319999999996,9682.962,Audi A3,Small family car
A3,2019,Manual,Diesel,145,52.3,1.6,Audi,4,24952.319999999996,8286.35,Audi A3,Small family car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,12526.32,65113.012,Audi A1,Small car
Q3,2020,Semi-Auto,Petrol,145,31.0,2.0,Audi,3,45472.32,2839.8849999999998,Audi Q3,Compact SUV
Q3,2020,Semi-Auto,Petrol,145,31.4,2.0,Audi,3,38126.159999999996,7797.214,Audi Q3,Compact SUV
Q3,2020,Semi-Auto,Petrol,145,31.4,2.0,Audi,3,38126.159999999996,764.275,Audi Q3,Compact SUV
Q3,2020,Semi-Auto,Petrol,145,31.4,2.0,Audi,3,38126.159999999996,683.825,Audi Q3,Compact SUV
A5,2016,Semi-Auto,Diesel,125,58.9,2.0,Audi,7,18684.6,45944.995,Audi A5,Large family car
A3,2019,Automatic,Diesel,145,52.3,1.6,Audi,4,24452.999999999996,9320.937,Audi A3,Small family car
Q3,2017,Semi-Auto,Petrol,200,42.8,2.0,Audi,6,21648.6,49590.989,Audi Q3,Compact SUV
Q3,2016,Manual,Diesel,145,52.3,2.0,Audi,7,18112.32,83722.706,Audi Q3,Compact SUV
A3,2018,Semi-Auto,Petrol,145,56.5,1.5,Audi,5,23584.32,14698.215,Audi A3,Small family car
A3,2019,Semi-Auto,Petrol,145,34.5,2.0,Audi,4,39894.299999999996,1695.886,Audi A3,Small family car
A1,2019,Manual,Petrol,145,45.6,1.5,Audi,4,26784.3,1674.969,Audi A1,Small car
A1,2017,Automatic,Petrol,145,58.9,1.4,Audi,6,18234.3,34746.355,Audi A1,Small car
Q3,2019,Automatic,Petrol,145,31.4,2.0,Audi,4,46734.299999999996,14527.661,Audi Q3,Compact SUV
Q3,2017,Manual,Petrol,145,49.6,1.4,Audi,6,22900.32,24865.486,Audi Q3,Compact SUV
A1,2019,Semi-Auto,Petrol,145,47.1,1.0,Audi,4,23369.999999999996,9132.684,Audi A1,Small car
A3,2016,Semi-Auto,Petrol,125,48.7,2.0,Audi,7,20506.32,39269.254,Audi A3,Small family car
Q3,2019,Semi-Auto,Petrol,145,31.7,2.0,Audi,4,34819.02,21613.697,Audi Q3,Compact SUV
Q3,2019,Manual,Diesel,145,42.8,2.0,Audi,4,30604.44,3800.458,Audi Q3,Compact SUV
Q3,2015,Manual,Diesel,125,60.1,2.0,Audi,8,18807.719999999998,22760.914,Audi Q3,Compact SUV
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,15387.72,34046.44,Audi A1,Small car
A1,2015,Manual,Diesel,0,80.7,1.6,Audi,8,11394.3,31541.227,Audi A1,Small car
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,14814.3,43885.475,Audi A1,Small car
A3,2019,Automatic,Petrol,145,45.6,1.0,Audi,4,22672.32,13312.866,Audi A3,Small family car
A5,2016,Automatic,Diesel,125,60.1,3.0,Audi,7,25934.999999999996,58565.991,Audi A5,Large family car
Q3,2017,Manual,Diesel,145,54.3,2.0,Audi,6,23356.32,41151.784,Audi Q3,Compact SUV
A3,2018,Manual,Petrol,145,54.3,1.5,Audi,5,23356.32,21028.021,Audi A3,Small family car
A3,2016,Manual,Petrol,20,60.1,1.0,Audi,7,13107.72,75952.845,Audi A3,Small family car
A3,2016,Manual,Petrol,30,60.1,1.4,Audi,7,18696.0,38780.118,Audi A3,Small family car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,13335.72,18629.002,Audi A1,Small car
A5,2017,Semi-Auto,Diesel,145,62.8,2.0,Audi,6,26217.719999999998,24318.426,Audi A5,Large family car
A3,2013,Manual,Diesel,20,68.9,2.0,Audi,10,11853.72,96662.284,Audi A3,Small family car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,14589.72,48807.406,Audi A1,Small car
Q3,2016,Manual,Diesel,145,52.3,2.0,Audi,7,20517.719999999998,36268.469,Audi Q3,Compact SUV
A5,2017,Manual,Diesel,30,64.2,2.0,Audi,6,23934.3,19811.617,Audi A5,Large family car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,13335.72,38617.609,Audi A1,Small car
A3,2017,Semi-Auto,Diesel,150,70.6,1.6,Audi,6,18237.719999999998,39451.070999999996,Audi A3,Small family car
A1,2013,Semi-Auto,Petrol,125,53.3,1.4,Audi,10,11397.72,76532.085,Audi A1,Small car
Q3,2019,Automatic,Diesel,145,47.1,2.0,Audi,4,41606.579999999994,1609.0,Audi Q3,Compact SUV
Q3,2015,Manual,Diesel,145,55.4,2.0,Audi,8,16527.719999999998,85476.516,Audi Q3,Compact SUV
Q3,2015,Semi-Auto,Petrol,145,47.9,1.4,Audi,8,18807.719999999998,54456.604999999996,Audi Q3,Compact SUV
Q3,2015,Semi-Auto,Petrol,200,42.8,2.0,Audi,8,17667.719999999998,64160.484,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,11397.72,79750.085,Audi A1,Small car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,13449.72,21723.109,Audi A1,Small car
A5,2019,Semi-Auto,Petrol,145,39.8,2.0,Audi,4,33048.6,4931.585,Audi A5,Large family car
A1,2019,Semi-Auto,Petrol,145,44.1,1.0,Audi,4,29652.539999999997,1609.0,Audi A1,Small car
A3,2018,Manual,Petrol,145,54.3,1.5,Audi,5,23812.32,11166.46,Audi A3,Small family car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,14762.999999999998,25316.006,Audi A1,Small car
Q3,2020,Semi-Auto,Petrol,145,30.7,2.0,Audi,3,43192.32,4107.777,Audi Q3,Compact SUV
Q3,2016,Semi-Auto,Diesel,145,51.4,2.0,Audi,7,19947.719999999998,53050.339,Audi Q3,Compact SUV
Q3,2015,Manual,Diesel,160,49.6,2.0,Audi,8,22227.719999999998,24004.671,Audi Q3,Compact SUV
A3,2017,Semi-Auto,Diesel,125,57.6,2.0,Audi,6,20517.719999999998,50389.053,Audi A3,Small family car
A1,2015,Manual,Petrol,30,58.9,1.4,Audi,8,13449.72,81624.56999999999,Audi A1,Small car
A3,2017,Manual,Petrol,150,60.1,1.4,Audi,6,17094.3,23311.192,Audi A3,Small family car
A5,2018,Semi-Auto,Petrol,150,35.3,3.0,Audi,5,22224.3,59074.435,Audi A5,Large family car
A1,2018,Semi-Auto,Petrol,145,56.5,1.4,Audi,5,18228.6,16487.423,Audi A1,Small car
Q3,2016,Manual,Diesel,30,61.4,2.0,Audi,7,17665.44,36271.687,Audi Q3,Compact SUV
Q3,2015,Manual,Diesel,145,52.3,2.0,Audi,8,18237.719999999998,69923.922,Audi Q3,Compact SUV
A3,2014,Semi-Auto,Diesel,30,62.8,2.0,Audi,9,9915.72,140225.959,Audi A3,Small family car
A3,2016,Manual,Petrol,20,60.1,1.0,Audi,7,15615.72,34542.012,Audi A3,Small family car
A3,2016,Manual,Petrol,20,60.1,1.0,Audi,7,14247.72,47140.481999999996,Audi A3,Small family car
A3,2017,Semi-Auto,Diesel,20,72.4,1.6,Audi,6,15615.72,24424.62,Audi A3,Small family car
A3,2016,Manual,Diesel,20,65.7,2.0,Audi,7,19377.719999999998,38508.197,Audi A3,Small family car
Q3,2019,Automatic,Petrol,145,31.4,2.0,Audi,4,37050.0,7131.088,Audi Q3,Compact SUV
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,12534.3,71721.175,Audi A1,Small car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,13104.3,53735.773,Audi A1,Small car
A3,2016,Manual,Diesel,20,68.9,1.6,Audi,7,15104.999999999998,75397.74,Audi A3,Small family car
A3,2019,Semi-Auto,Petrol,150,42.2,1.5,Audi,4,26209.739999999998,20067.448,Audi A3,Small family car
A1,2017,Manual,Petrol,150,58.9,1.4,Audi,6,14809.739999999998,57938.481,Audi A1,Small car
Q3,2020,Semi-Auto,Petrol,150,39.2,1.5,Audi,3,38293.74,7168.095,Audi Q3,Compact SUV
A3,2017,Semi-Auto,Petrol,30,56.5,1.4,Audi,6,21649.739999999998,14495.481,Audi A3,Small family car
A5,2017,Semi-Auto,Diesel,30,67.3,2.0,Audi,6,21657.719999999998,46046.362,Audi A5,Large family car
A5,2016,Manual,Diesel,125,58.9,2.0,Audi,7,17895.719999999998,82202.201,Audi A5,Large family car
A3,2019,Automatic,Petrol,145,43.5,1.5,Audi,4,28488.6,7150.396,Audi A3,Small family car
A1,2019,Manual,Petrol,145,47.9,1.0,Audi,4,22516.14,8740.088,Audi A1,Small car
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,25075.44,4148.002,Audi A3,Small family car
A1,2019,Manual,Petrol,145,47.9,1.0,Audi,4,22788.6,8740.088,Audi A1,Small car
A5,2017,Semi-Auto,Petrol,145,47.9,2.0,Audi,6,23935.44,36809.093,Audi A5,Large family car
