make,model,price,fuel,mileage,gear,registration,hp,owner,body,car_condition,consumption,emission,color,displacement,drive_type,car_class,car_age,car
Volkswagen,Polo GTI,34690.0,Petrol,10.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,4.2,138.0,Gray,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,34950.0,Petrol,1500.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,6.6,138.0,Black,1.998,Rear,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,29990.0,Petrol,9000.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,7.4,138.0,White,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,33989.0,Petrol,3511.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.8,138.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,37980.0,Petrol,211.0,Automatic,2023.0,152.0,1.0,Small car,Demonstration vehicle,5.7,138.0,White,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,29479.0,Petrol,3903.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.6,128.0,White,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,32990.0,Petrol,9950.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,31480.0,Petrol,640.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,Black,1.498,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,36980.0,Petrol,1001.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.6,133.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,32990.0,Petrol,1890.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.6,128.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,35480.0,Petrol,35.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,7.2,138.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,34950.0,Petrol,100.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.8,138.0,White,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,34880.0,Petrol,100.0,Automatic,2023.0,152.0,1.0,Sedan,Day admission,5.6,133.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,37999.0,Petrol,2900.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.8,138.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,35804.0,Petrol,1500.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.7,159.0,Red,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,31930.0,Petrol,50.0,Automatic,2023.0,152.0,1.0,Small car,Demonstration vehicle,5.6,128.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,32980.0,Petrol,1500.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.8,138.0,White,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Volkswagen,Polo GTI,36949.0,Petrol,10.0,Automatic,2023.0,152.0,1.0,Small car,Demonstration vehicle,5.8,138.0,Black,1.984,Front,Small car,0.0,Volkswagen Polo GTI
Audi,A1,34900.0,Petrol,1500.0,Automatic,2023.0,110.0,1.0,Sedan,Demonstration vehicle,5.1,121.0,Black,1.498,Front,Small car,0.0,Audi A1
Audi,A1,25980.0,Petrol,3000.0,Automatic,2023.0,81.0,1.0,Sedan,Demonstration vehicle,4.8,111.0,Black,0.999,Front,Small car,0.0,Audi A1
Audi,A1,28880.0,Petrol,3500.0,Automatic,2023.0,81.0,1.0,Sedan,Demonstration vehicle,5.1,121.0,Gray,0.999,Front,Small car,0.0,Audi A1
Audi,A1,37950.0,Petrol,1100.0,Automatic,2023.0,152.0,1.0,Small car,Demonstration vehicle,5.1,121.0,Black,1.984,Front,Small car,0.0,Audi A1
Audi,A1,37600.0,Petrol,1100.0,Automatic,2023.0,152.0,1.0,Small car,Demonstration vehicle,5.1,121.0,Gray,1.984,Front,Small car,0.0,Audi A1
Audi,A1,24280.0,Petrol,6000.0,Manual,2023.0,70.0,1.0,Sedan,Annual car,4.8,110.0,White,0.999,Front,Small car,0.0,Audi A1
Audi,A1,21450.0,Petrol,1050.0,Manual,2023.0,70.0,1.0,Sedan,Demonstration vehicle,5.1,121.0,White,0.999,Front,Small car,0.0,Audi A1
Audi,A1,26480.0,Petrol,6000.0,Automatic,2023.0,70.0,1.0,Small car,Annual car,5.1,121.0,Black,0.999,Front,Small car,0.0,Audi A1
Audi,A1,34970.0,Petrol,9900.0,Automatic,2023.0,110.0,1.0,Small car,Demonstration vehicle,5.1,121.0,Black,1.498,Rear,Small car,0.0,Audi A1
Audi,A1,21950.0,Petrol,1050.0,Manual,2023.0,70.0,1.0,Sedan,Demonstration vehicle,5.1,121.0,Black,0.999,Front,Small car,0.0,Audi A1
Audi,A1,29990.0,Petrol,6000.0,Automatic,2023.0,81.0,1.0,Small car,Demonstration vehicle,5.4,121.0,Red,0.999,Front,Small car,0.0,Audi A1
Audi,A1,30980.0,Petrol,1100.0,Automatic,2023.0,81.0,1.0,Small car,Demonstration vehicle,4.8,134.0,White,0.999,Rear,Small car,0.0,Audi A1
Audi,A1,37450.0,Petrol,3500.0,Automatic,2023.0,152.0,1.0,Small car,Demonstration vehicle,5.6,128.0,Gray,1.984,Rear,Small car,0.0,Audi A1
Audi,A1,39890.0,Petrol,1500.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.1,121.0,Blue,1.984,Front,Small car,0.0,Audi A1
Audi,A1,29850.0,Petrol,6985.0,Automatic,2023.0,70.0,1.0,Small car,Used,4.7,108.0,White,0.999,Rear,Small car,0.0,Audi A1
Audi,A1,39979.0,Petrol,1600.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.8,121.0,Gray,1.984,Front,Small car,0.0,Audi A1
Audi,A1,36960.0,Petrol,10.0,Automatic,2023.0,152.0,1.0,Sedan,Demonstration vehicle,5.5,121.0,Gray,1.984,Front,Small car,0.0,Audi A1
Mercedes-Benz,A 200,44590.0,Petrol,9500.0,Automatic,2023.0,120.0,1.0,Sedan,Annual car,5.8,133.0,White,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,45500.0,Petrol,9500.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,5.9,134.0,Black,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,44650.0,Petrol,2827.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,5.5,125.0,Gray,1.332,Four.w.d,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,46900.0,Petrol,5100.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.2,140.0,White,1.332,Rear,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,47990.0,Petrol,2567.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.1,139.0,Black,1.332,Four.w.d,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,30950.0,Petrol,750.0,Manual,2023.0,120.0,1.0,Sedan,Used,5.2,120.0,Black,1.332,Rear,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,34980.0,Petrol,5099.0,Automatic,2023.0,120.0,1.0,Sedan,Annual car,5.8,137.0,Black,1.332,Rear,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,43980.0,Petrol,3001.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.1,138.0,Black,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,43980.0,Petrol,3001.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.1,138.0,Black,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,38900.0,Petrol,14500.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,5.6,118.0,Black,1.332,Rear,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,39690.0,Petrol,9500.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,5.7,131.0,White,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,38900.0,Petrol,9500.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,4.4,128.0,Black,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,45999.0,Petrol,9900.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.0,136.0,Black,1.332,Rear,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,37950.0,Petrol,14500.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,4.2,97.0,Black,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,39890.0,Petrol,8100.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,5.6,128.0,Gray,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,46870.0,Petrol,4500.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.3,128.0,Gray,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,42890.0,Petrol,8000.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.4,128.0,Gray,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,37670.0,Petrol,8000.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.3,128.0,Black,1.332,Rear,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,39590.0,Petrol,4900.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,6.9,158.0,Black,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Mercedes-Benz,A 200,43490.0,Petrol,8000.0,Automatic,2023.0,120.0,1.0,Sedan,Demonstration vehicle,5.9,138.0,Black,1.332,Front,Small family car,0.0,Mercedes-Benz A 200
Volkswagen,Golf GTI,46911.0,Petrol,2820.0,Automatic,2023.0,221.0,1.0,Sedan,Demonstration vehicle,6.3,149.0,Black,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,43990.0,Petrol,3001.0,Automatic,2023.0,180.0,1.0,Sedan,Demonstration vehicle,6.4,149.0,Gray,1.968,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,37288.0,Petrol,10.0,Manual,2023.0,180.0,1.0,Sedan,Day admission,6.9,162.0,Red,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,45890.0,Petrol,4950.0,Automatic,2023.0,180.0,1.0,Sedan,Demonstration vehicle,6.3,149.0,Gray,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,41980.0,Petrol,8.0,Automatic,2023.0,221.0,1.0,Sedan,Day admission,6.6,151.0,Gray,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,45989.0,Petrol,150.0,Automatic,2023.0,221.0,1.0,Sedan,Annual car,6.4,149.0,Gray,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,49950.0,Petrol,1000.0,Automatic,2023.0,221.0,1.0,Sedan,Demonstration vehicle,6.4,149.0,Red,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,45950.0,Petrol,6001.0,Automatic,2023.0,180.0,1.0,Sedan,Demonstration vehicle,6.4,149.0,Black,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,39670.0,Petrol,6000.0,Automatic,2023.0,180.0,1.0,Sedan,Demonstration vehicle,5.0,149.0,White,1.998,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,42690.0,Petrol,9000.0,Automatic,2023.0,180.0,1.0,Sedan,Demonstration vehicle,1.4,30.0,Black,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,49990.0,Petrol,6990.0,Automatic,2023.0,221.0,1.0,Sedan,Demonstration vehicle,1.4,31.0,Silver,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,41365.0,Petrol,5000.0,Automatic,2023.0,221.0,1.0,Sedan,Used,6.6,151.0,White,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Volkswagen,Golf GTI,52890.0,Petrol,2500.0,Automatic,2023.0,221.0,1.0,Sedan,Demonstration vehicle,7.5,169.0,Yellow,1.984,Front,Small family car,0.0,Volkswagen Golf GTI
Audi,A3,54900.0,Diesel,9500.0,Automatic,2023.0,147.0,1.0,Sedan,Demonstration vehicle,4.8,127.0,Gray,1.968,Four.w.d,Small family car,0.0,Audi A3
Audi,A3,27440.0,Petrol,15.0,Manual,2023.0,81.0,1.0,Station wagon,Used,5.3,124.0,Black,0.999,Front,Small family car,0.0,Audi A3
Audi,A3,30990.0,Petrol,15.0,Automatic,2023.0,81.0,1.0,Sedan,Used,6.5,119.0,White,0.999,Front,Small family car,0.0,Audi A3
Audi,A3,28990.0,Petrol,15.0,Automatic,2023.0,81.0,1.0,Sedan,Used,5.8,119.0,White,0.999,Front,Small family car,0.0,Audi A3
Audi,A3,30980.0,Petrol,20.0,Automatic,2023.0,81.0,1.0,Sedan,Used,4.3,99.0,Gray,0.999,Front,Small family car,0.0,Audi A3
Audi,A3,38776.0,Petrol,11.0,Automatic,2023.0,110.0,1.0,Sedan,Used,4.8,109.0,Black,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,38776.0,Petrol,11.0,Automatic,2023.0,110.0,1.0,Sedan,Used,4.8,109.0,Black,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,38776.0,Petrol,11.0,Automatic,2023.0,110.0,1.0,Station wagon,Used,4.8,109.0,Black,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,38776.0,Petrol,11.0,Automatic,2023.0,110.0,2.0,Sedan,Used,5.0,109.0,Black,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,38776.0,Petrol,10.0,Automatic,2023.0,110.0,1.0,Sedan,Used,4.8,109.0,Black,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,40950.0,Petrol,10.0,Automatic,2023.0,110.0,1.0,Sedan,Day admission,5.0,114.0,Gray,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,34599.0,Diesel,1020.0,Automatic,2023.0,85.0,1.0,Sedan,Used,5.9,119.0,Black,1.968,Front,Small family car,0.0,Audi A3
Audi,A3,34599.0,Diesel,1025.0,Automatic,2023.0,85.0,1.0,Sedan,Used,6.0,119.0,White,1.968,Front,Small family car,0.0,Audi A3
Audi,A3,26788.0,Petrol,10.0,Manual,2023.0,110.0,1.0,Sedan,Day admission,4.8,128.0,White,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,29288.0,Diesel,10.0,Manual,2023.0,110.0,1.0,Sedan,Day admission,3.9,112.0,White,1.968,Front,Small family car,0.0,Audi A3
Audi,A3,30888.0,Petrol,10.0,Automatic,2023.0,110.0,1.0,Sedan,Day admission,4.8,129.0,White,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,30888.0,Diesel,10.0,Automatic,2023.0,110.0,1.0,Sedan,Day admission,3.9,120.0,White,1.968,Front,Small family car,0.0,Audi A3
Audi,A3,33888.0,Petrol,10.0,Automatic,2023.0,110.0,1.0,Sedan,Day admission,4.8,128.0,Gray,1.498,Front,Small family car,0.0,Audi A3
Audi,A3,28288.0,Diesel,10.0,Manual,2023.0,85.0,1.0,Sedan,Day admission,3.8,112.0,White,1.968,Front,Small family car,0.0,Audi A3
BMW,120,52240.0,Petrol,3300.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.6,128.0,Gray,1.998,Front,Small family car,0.0,BMW 120
BMW,120,43990.0,Petrol,1500.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.5,126.0,Blue,1.998,Front,Small family car,0.0,BMW 120
BMW,120,50940.0,Petrol,1000.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.5,126.0,Gray,1.998,Rear,Small family car,0.0,BMW 120
BMW,120,52690.0,Diesel,1503.0,Automatic,2023.0,140.0,1.0,Sedan,Used,4.8,127.0,Black,1.995,Four.w.d,Small family car,0.0,BMW 120
BMW,120,45990.0,Diesel,4896.0,Automatic,2023.0,140.0,1.0,Sedan,Demonstration vehicle,5.9,124.0,White,1.995,Four.w.d,Small family car,0.0,BMW 120
BMW,120,41750.0,Petrol,1000.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,Gray,1.998,Front,Small family car,0.0,BMW 120
BMW,120,41870.0,Petrol,2500.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,7.3,134.0,Blue,1.998,Front,Small family car,0.0,BMW 120
BMW,120,44790.0,Diesel,3896.0,Automatic,2023.0,140.0,1.0,Sedan,Demonstration vehicle,5.6,124.0,Gray,1.995,Four.w.d,Small family car,0.0,BMW 120
BMW,120,44490.0,Petrol,1100.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,White,1.998,Front,Small family car,0.0,BMW 120
BMW,120,41880.0,Diesel,5800.0,Automatic,2023.0,140.0,1.0,Sedan,Demonstration vehicle,4.7,123.0,Gray,1.995,Front,Small family car,0.0,BMW 120
BMW,120,42590.0,Diesel,4900.0,Automatic,2023.0,140.0,1.0,Sedan,Demonstration vehicle,4.3,114.0,Black,1.995,Front,Small family car,0.0,BMW 120
BMW,120,39990.0,Petrol,5000.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,Black,1.998,Front,Small family car,0.0,BMW 120
BMW,120,52945.0,Petrol,821.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,Black,1.998,Four.w.d,Small family car,0.0,BMW 120
BMW,120,48880.0,Petrol,1739.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.5,124.0,Black,1.998,Front,Small family car,0.0,BMW 120
BMW,120,41280.0,Petrol,2500.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,White,1.998,Front,Small family car,0.0,BMW 120
BMW,120,46890.0,Diesel,1900.0,Automatic,2023.0,140.0,1.0,Sedan,Demonstration vehicle,5.1,133.0,Black,1.995,Four.w.d,Small family car,0.0,BMW 120
BMW,120,44383.0,Petrol,2100.0,Automatic,2023.0,130.0,1.0,Sedan,Demonstration vehicle,5.5,126.0,Gray,1.998,Front,Small family car,0.0,BMW 120
BMW,120,40190.0,Petrol,10.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,Gray,1.998,Front,Small family car,0.0,BMW 120
BMW,120,44500.0,Diesel,4788.0,Automatic,2023.0,140.0,1.0,Sedan,Demonstration vehicle,5.4,133.0,White,1.995,Four.w.d,Small family car,0.0,BMW 120
BMW,120,46490.0,Diesel,4900.0,Automatic,2023.0,140.0,1.0,Sedan,Demonstration vehicle,4.7,124.0,Black,1.995,Four.w.d,Small family car,0.0,BMW 120
BMW,120,39400.0,Petrol,2256.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,4.3,30.0,White,1.998,Front,Small family car,0.0,BMW 120
BMW,120,44390.0,Diesel,2896.0,Automatic,2023.0,140.0,1.0,Sedan,Demonstration vehicle,1.4,25.0,Black,1.995,Four.w.d,Small family car,0.0,BMW 120
BMW,120,41790.0,Petrol,2500.0,Automatic,2023.0,131.0,1.0,Sedan,Demonstration vehicle,5.8,134.0,Black,1.998,Front,Small family car,0.0,BMW 120
BMW,120,36880.0,Diesel,9999.0,Automatic,2023.0,140.0,1.0,Sedan,Used,4.7,123.0,Gray,1.995,Front,Small family car,0.0,BMW 120
Mercedes-Benz,C 200,58800.0,Petrol,14500.0,Automatic,2023.0,135.0,1.0,Convertible,Annual car,5.1,121.0,White,1.497,Rear,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,56540.0,Petrol,3001.0,Automatic,2023.0,135.0,1.0,Convertible,Demonstration vehicle,8.0,181.0,Gray,1.497,Rear,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,55450.0,Petrol,5000.0,Automatic,2023.0,150.0,1.0,Station wagon,Demonstration vehicle,6.4,123.0,Gray,1.496,Four.w.d,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,58649.0,Petrol,8500.0,Automatic,2023.0,150.0,1.0,Station wagon,Demonstration vehicle,6.6,151.0,Black,1.496,Rear,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,56900.0,Petrol,3200.0,Automatic,2023.0,150.0,1.0,Station wagon,Used,6.7,153.0,Gray,1.496,Front,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,52487.0,Petrol,9800.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,1.4,24.0,Gray,1.496,Front,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,41899.0,Petrol,2999.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,1.4,24.0,Blue,1.496,Front,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,57950.0,Petrol,7997.0,Automatic,2023.0,150.0,1.0,Station wagon,Demonstration vehicle,1.0,24.0,Gray,1.496,Four.w.d,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,49300.0,Petrol,3001.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,6.5,147.0,White,1.496,Rear,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,50998.0,Petrol,5000.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,5.3,123.0,Black,1.496,Rear,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,46550.0,Petrol,4800.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,6.2,141.0,Black,1.496,Front,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,43850.0,Petrol,6124.0,Automatic,2023.0,150.0,1.0,Sedan,Used,6.3,143.0,White,1.496,Four.w.d,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,45990.0,Petrol,3488.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,6.4,146.0,Black,1.496,Rear,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,61110.0,Petrol,4800.0,Automatic,2023.0,135.0,1.0,Coupe,Annual car,4.8,123.0,Black,1.497,Front,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,51370.0,Petrol,3001.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,7.0,159.0,Black,1.496,Four.w.d,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,45990.0,Petrol,3001.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,6.4,146.0,Black,1.496,Rear,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,45869.0,Petrol,9500.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,6.2,141.0,Black,1.496,Front,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,45990.0,Petrol,3001.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,6.4,146.0,Black,1.496,Rear,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,58500.0,Petrol,3500.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,6.3,153.0,Black,1.496,Front,Large family car,0.0,Mercedes-Benz C 200
Mercedes-Benz,C 200,41899.0,Petrol,2999.0,Automatic,2023.0,150.0,1.0,Sedan,Demonstration vehicle,5.3,27.0,Blue,1.496,Front,Large family car,0.0,Mercedes-Benz C 200
Volkswagen,Passat Variant,49890.0,Diesel,1001.0,Automatic,2023.0,110.0,1.0,Station wagon,Demonstration vehicle,5.5,128.0,Black,1.968,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,54679.0,Petrol,1250.0,Automatic,2023.0,140.0,1.0,Station wagon,Demonstration vehicle,6.7,156.0,Black,1.984,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,59980.0,Diesel,4900.0,Automatic,2023.0,147.0,1.0,Station wagon,Demonstration vehicle,5.3,119.0,Blue,1.968,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,57805.0,Diesel,10.0,Automatic,2023.0,147.0,1.0,Station wagon,Demonstration vehicle,5.2,119.0,Silver,1.968,Four.w.d,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,37990.0,Diesel,10.0,Automatic,2023.0,90.0,1.0,Station wagon,Used,4.1,119.0,Gray,1.968,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,58990.0,Diesel,100.0,Manual,2023.0,147.0,1.0,Station wagon,Demonstration vehicle,1.4,119.0,Black,1.395,Four.w.d,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,52490.0,Diesel,5900.0,Automatic,2023.0,147.0,1.0,Station wagon,Annual car,5.0,119.0,Black,1.968,Four.w.d,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,34990.0,Petrol,100.0,Automatic,2023.0,110.0,1.0,Station wagon,Demonstration vehicle,5.4,119.0,Black,1.498,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,56940.0,Diesel,4000.0,Automatic,2023.0,147.0,1.0,Station wagon,Demonstration vehicle,4.7,119.0,Silver,1.968,Four.w.d,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,49980.0,Diesel,4444.0,Automatic,2023.0,147.0,1.0,Station wagon,Demonstration vehicle,4.6,122.0,Gray,1.968,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,61690.0,Diesel,5999.0,Automatic,2023.0,147.0,1.0,Station wagon,Demonstration vehicle,1.4,119.0,Silver,1.968,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,36990.0,Petrol,100.0,Automatic,2023.0,110.0,1.0,Station wagon,Day admission,6.6,119.0,Gray,1.498,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,64420.0,Diesel,1250.0,Automatic,2023.0,147.0,1.0,Station wagon,Demonstration vehicle,1.8,119.0,Black,1.395,Four.w.d,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,56980.0,Diesel,1500.0,Automatic,2023.0,147.0,1.0,Station wagon,Demonstration vehicle,1.4,119.0,White,1.968,Front,Large family car,0.0,Volkswagen Passat Variant
Volkswagen,Passat Variant,46990.0,Diesel,500.0,Automatic,2023.0,110.0,1.0,Station wagon,Demonstration vehicle,4.0,119.0,Gray,1.968,Four.w.d,Large family car,0.0,Volkswagen Passat Variant
